Signal data for event #10827 with energy 999.1025453310803
<z>	<x>	<t>	<nph>
1	9	1	0.0
2	0	1	0.0
2	1	1	0.0
2	2	1	0.0
2	3	1	0.0
2	4	1	0.0
2	5	1	0.0
2	6	1	0.0
2	7	1	0.0
2	8	1	0.0
2	9	1	0.0
3	0	1	0.0
3	1	1	0.0
3	2	1	0.0
3	3	1	0.0
3	4	1	0.0
3	5	1	0.0
3	6	1	0.0
3	7	1	0.0
3	8	1	0.0
3	9	1	0.0
4	0	1	0.0
4	1	1	0.0
4	2	1	0.0
4	3	1	0.0
4	4	1	0.0
4	5	1	0.0
4	6	1	0.0
4	7	1	0.0
4	8	1	0.0
4	9	1	0.0
5	0	1	0.0
5	1	1	0.0
5	2	1	0.0
5	3	1	0.0
5	4	1	0.0
5	5	1	0.0
5	6	1	0.0
5	7	1	0.0
5	8	1	0.0
5	9	1	0.0
6	0	1	0.0
6	1	1	0.0
6	2	1	0.0
6	3	1	0.0
6	4	1	0.0
6	5	1	0.0
6	6	1	0.0
6	7	1	0.0
6	8	1	0.0
6	9	1	0.0
7	0	1	0.0
7	1	1	0.0
7	2	1	0.0
7	3	1	0.0
7	4	1	0.0
7	5	1	0.0
7	6	1	0.0
7	7	1	0.0
7	8	1	0.0
7	9	1	0.0
8	0	1	0.0
8	1	1	0.0
8	2	1	0.0
8	3	1	0.0
8	4	1	0.0
8	5	1	0.0
8	6	1	0.0
8	7	1	0.0
8	8	1	0.0
8	9	1	0.0
9	0	1	0.0
9	1	1	0.0
9	2	1	0.0
9	3	1	0.0
9	4	1	0.0
9	5	1	0.0
9	6	1	0.0
9	7	1	0.0
9	8	1	0.0
9	9	1	0.0
0	0	2	0.0
0	1	2	0.0
0	2	2	0.0
0	3	2	0.0
0	4	2	0.0
0	5	2	0.0
0	6	2	0.0
0	7	2	0.0
0	8	2	0.0
0	9	2	0.0
1	0	2	0.0
1	1	2	0.0
1	2	2	0.0
1	3	2	0.0
1	4	2	0.0
1	5	2	0.0
1	6	2	0.0
1	7	2	0.0
1	8	2	0.0
1	9	2	0.0
2	0	2	0.0
2	1	2	0.0
2	2	2	0.0
2	3	2	0.0
2	4	2	0.0
2	5	2	0.0
2	6	2	0.0
2	7	2	0.0
2	8	2	0.0
2	9	2	0.0
3	0	2	0.0
3	1	2	0.0
3	2	2	0.0
3	3	2	0.0
3	4	2	0.0
3	5	2	0.0
3	6	2	0.0
3	7	2	0.0
3	8	2	0.0
3	9	2	0.0
4	0	2	0.0
4	1	2	0.0
4	2	2	0.0
4	3	2	0.0
4	4	2	0.0
4	5	2	0.0
4	6	2	0.0
4	7	2	0.0
4	8	2	0.0
4	9	2	0.0
5	0	2	0.0
5	1	2	0.0
5	2	2	0.0
5	3	2	0.0
5	4	2	0.0
5	5	2	0.0
5	6	2	0.0
5	7	2	0.0
5	8	2	0.0
5	9	2	0.0
6	0	2	0.0
6	1	2	0.0
6	2	2	0.0
6	3	2	0.0
6	4	2	0.0
6	5	2	0.0
6	6	2	0.0
6	7	2	0.0
6	8	2	0.0
6	9	2	0.0
7	0	2	0.0
7	1	2	0.0
7	2	2	0.0
7	3	2	0.0
7	4	2	0.0
7	5	2	0.0
7	6	2	0.0
7	7	2	0.0
7	8	2	0.0
7	9	2	0.0
8	0	2	0.0
8	1	2	0.0
8	2	2	0.0
8	3	2	0.0
8	4	2	0.0
8	5	2	0.0
8	6	2	0.0
8	7	2	0.0
8	8	2	0.0
8	9	2	0.0
9	0	2	0.0
9	1	2	0.0
9	2	2	0.0
9	3	2	0.0
9	4	2	0.0
9	5	2	0.0
9	6	2	0.0
9	7	2	0.0
9	8	2	0.0
9	9	2	0.0
0	0	3	0.0
0	1	3	0.0
0	2	3	0.0
0	3	3	0.0
0	4	3	0.0
0	5	3	0.0
0	6	3	0.0
0	7	3	0.0
0	8	3	0.0
0	9	3	0.0
1	0	3	0.0
1	1	3	0.0
1	2	3	0.0
1	3	3	0.0
1	4	3	0.0
1	5	3	0.0
1	6	3	0.0
1	7	3	0.0
1	8	3	0.0
1	9	3	0.0
2	0	3	0.0
2	1	3	0.0
2	2	3	0.0
2	3	3	0.0
2	4	3	0.0
2	5	3	0.0
2	6	3	0.0
2	7	3	0.0
2	8	3	0.0
2	9	3	0.0
3	0	3	0.0
3	1	3	0.0
3	2	3	0.0
3	3	3	0.0
3	4	3	0.0
3	5	3	0.0
3	6	3	0.0
3	7	3	0.0
3	8	3	0.0
3	9	3	0.0
4	0	3	0.0
4	1	3	0.0
4	2	3	0.0
4	3	3	0.0
4	4	3	0.0
4	5	3	0.0
4	6	3	0.0
4	7	3	0.0
4	8	3	0.0
4	9	3	0.0
5	0	3	0.0
5	1	3	0.0
5	2	3	0.0
5	3	3	0.0
5	4	3	0.0
5	5	3	0.0
5	6	3	0.0
5	7	3	0.0
5	8	3	0.0
5	9	3	0.0
6	0	3	0.0
6	1	3	0.0
6	2	3	0.0
6	3	3	0.0
6	4	3	0.0
6	5	3	0.0
6	6	3	0.0
6	7	3	0.0
6	8	3	0.0
6	9	3	0.0
7	0	3	0.0
7	1	3	0.0
7	2	3	0.0
7	3	3	0.0
7	4	3	0.0
7	5	3	0.0
7	6	3	0.0
7	7	3	0.0
7	8	3	0.0
7	9	3	0.0
8	0	3	0.0
8	1	3	0.0
8	2	3	0.0
8	3	3	0.0
8	4	3	0.0
8	5	3	0.0
8	6	3	0.0
8	7	3	0.0
8	8	3	0.0
8	9	3	0.0
9	0	3	0.0
9	1	3	0.0
9	2	3	0.0
9	3	3	0.0
9	4	3	0.0
9	5	3	0.0
9	6	3	0.0
9	7	3	0.0
9	8	3	0.0
9	9	3	0.0
0	0	4	0.0
0	1	4	0.0
0	2	4	0.0
0	3	4	0.0
0	4	4	0.0
0	5	4	0.0
0	6	4	0.0
0	7	4	0.0
0	8	4	0.0
0	9	4	0.0
1	0	4	0.0
1	1	4	0.0
1	2	4	0.0
1	3	4	0.0
1	4	4	0.0
1	5	4	0.0
1	6	4	0.0
1	7	4	0.0
1	8	4	0.0
1	9	4	0.0
2	0	4	0.0
2	1	4	0.0
2	2	4	0.0
2	3	4	0.0
2	4	4	0.0
2	5	4	0.0
2	6	4	0.0
2	7	4	0.0
2	8	4	0.0
2	9	4	0.0
3	0	4	0.0
3	1	4	0.0
3	2	4	0.0
3	3	4	0.0
3	4	4	0.0
3	5	4	0.0
3	6	4	0.0
3	7	4	0.0
3	8	4	0.0
3	9	4	0.0
4	0	4	0.0
4	1	4	0.0
4	2	4	0.0
4	3	4	0.0
4	4	4	0.0
4	5	4	0.0
4	6	4	0.0
4	7	4	0.0
4	8	4	0.0
4	9	4	0.0
5	0	4	0.0
5	1	4	0.0
5	2	4	0.0
5	3	4	0.0
5	4	4	0.0
5	5	4	0.0
5	6	4	0.0
5	7	4	0.0
5	8	4	0.0
5	9	4	0.0
6	0	4	0.0
6	1	4	0.0
6	2	4	0.0
6	3	4	0.0
6	4	4	0.0
6	5	4	0.0
6	6	4	0.0
6	7	4	0.0
6	8	4	0.0
6	9	4	0.0
7	0	4	0.0
7	1	4	0.0
7	2	4	0.0
7	3	4	0.0
7	4	4	0.0
7	5	4	0.0
7	6	4	0.0
7	7	4	0.0
7	8	4	0.0
7	9	4	0.0
8	0	4	0.0
8	1	4	0.0
8	2	4	0.0
8	3	4	0.0
8	4	4	0.0
8	5	4	0.0
8	6	4	0.0
8	7	4	0.0
8	8	4	0.0
8	9	4	0.0
9	0	4	0.0
9	1	4	0.0
9	2	4	0.0
9	3	4	0.0
9	4	4	0.0
9	5	4	0.0
9	6	4	0.0
9	7	4	0.0
9	8	4	0.0
9	9	4	0.0
0	0	5	0.0
0	1	5	0.0
0	2	5	0.0
0	3	5	0.0
0	4	5	0.0
0	5	5	0.0
0	6	5	0.0
0	7	5	0.0
0	8	5	0.0
0	9	5	0.0
1	0	5	0.0
1	1	5	0.0
1	2	5	0.0
1	3	5	0.0
1	4	5	0.0
1	5	5	0.0
1	6	5	0.0
1	7	5	0.0
1	8	5	0.0
1	9	5	0.0
2	0	5	0.0
2	1	5	0.0
2	2	5	0.0
2	3	5	0.0
2	4	5	0.0
2	5	5	0.0
2	6	5	0.0
2	7	5	0.0
2	8	5	0.0
2	9	5	0.0
3	0	5	0.0
3	1	5	0.0
3	2	5	0.0
3	3	5	0.0
3	4	5	0.0
3	5	5	0.0
3	6	5	0.0
3	7	5	0.0
3	8	5	0.0
3	9	5	0.0
4	0	5	0.0
4	1	5	0.0
4	2	5	0.0
4	3	5	0.0
4	4	5	0.0
4	5	5	0.0
4	6	5	0.0
4	7	5	0.0
4	8	5	0.0
4	9	5	0.0
5	0	5	0.0
5	1	5	0.0
5	2	5	0.0
5	3	5	0.0
5	4	5	0.0
5	5	5	0.0
5	6	5	0.0
5	7	5	0.0
5	8	5	0.0
5	9	5	0.0
6	0	5	0.0
6	1	5	0.0
6	2	5	0.0
6	3	5	0.0
6	4	5	0.0
6	5	5	0.0
6	6	5	0.0
6	7	5	0.0
6	8	5	0.0
6	9	5	0.0
7	0	5	0.0
7	1	5	0.0
7	2	5	0.0
7	3	5	0.0
7	4	5	0.0
7	5	5	0.0
7	6	5	0.0
7	7	5	0.0
7	8	5	0.0
7	9	5	0.0
8	0	5	0.0
8	1	5	0.0
8	2	5	0.0
8	3	5	0.0
8	4	5	0.0
8	5	5	0.0
8	6	5	0.0
8	7	5	0.0
8	8	5	0.0
8	9	5	0.0
9	0	5	0.0
9	1	5	0.0
9	2	5	0.0
9	3	5	0.0
9	4	5	0.0
9	5	5	0.0
9	6	5	0.0
9	7	5	0.0
9	8	5	0.0
9	9	5	0.0
0	0	6	0.0
0	1	6	0.0
0	2	6	0.0
0	3	6	0.0
0	4	6	0.0
0	5	6	0.0
0	6	6	0.0
0	7	6	0.0
0	8	6	0.0
0	9	6	0.0
1	0	6	0.0
1	1	6	0.0
1	2	6	0.0
1	3	6	0.0
1	4	6	0.0
1	5	6	0.0
1	6	6	0.0
1	7	6	0.0
1	8	6	0.0
1	9	6	0.0
2	0	6	0.0
2	1	6	0.0
2	2	6	0.0
2	3	6	0.0
2	4	6	0.0
2	5	6	0.0
2	6	6	0.0
2	7	6	0.0
2	8	6	0.0
2	9	6	0.0
3	0	6	0.0
3	1	6	0.0
3	2	6	0.0
3	3	6	0.0
3	4	6	0.0
3	5	6	0.0
3	6	6	0.0
3	7	6	0.0
3	8	6	0.0
3	9	6	0.0
4	0	6	0.0
4	1	6	0.0
4	2	6	0.0
4	3	6	0.0
4	4	6	0.0
4	5	6	0.0
4	6	6	0.0
4	7	6	0.0
4	8	6	0.0
4	9	6	0.0
5	0	6	0.0
5	1	6	0.0
5	2	6	0.0
5	3	6	0.0
5	4	6	0.0
5	5	6	0.0
5	6	6	0.0
5	7	6	0.0
5	8	6	0.0
5	9	6	0.0
6	0	6	0.0
6	1	6	0.0
6	2	6	0.0
6	3	6	0.0
6	4	6	0.0
6	5	6	0.0
6	6	6	0.0
6	7	6	0.0
6	8	6	0.0
6	9	6	0.0
7	0	6	0.0
7	1	6	0.0
7	2	6	0.0
7	3	6	0.0
7	4	6	0.0
7	5	6	0.0
7	6	6	0.0
7	7	6	0.0
7	8	6	0.0
7	9	6	0.0
8	0	6	0.0
8	1	6	0.0
8	2	6	0.0
8	3	6	0.0
8	4	6	0.0
8	5	6	0.0
8	6	6	0.0
8	7	6	0.0
8	8	6	0.0
8	9	6	0.0
9	0	6	0.0
9	1	6	0.0
9	2	6	0.0
9	3	6	0.0
9	4	6	0.0
9	5	6	0.0
9	6	6	0.0
9	7	6	0.0
9	8	6	0.0
9	9	6	0.0
0	0	7	0.0
0	1	7	0.0
0	2	7	0.0
0	3	7	0.0
0	4	7	0.0
0	5	7	0.0
0	6	7	0.0
0	7	7	0.0
0	8	7	0.0
0	9	7	0.0
1	0	7	0.0
1	1	7	0.0
1	2	7	0.0
1	3	7	0.0
1	4	7	0.0
1	5	7	0.0
1	6	7	0.0
1	7	7	0.0
1	8	7	0.0
1	9	7	0.0
2	0	7	0.0
2	1	7	0.0
2	2	7	0.0
2	3	7	0.0
2	4	7	0.0
2	5	7	0.0
2	6	7	0.0
2	7	7	0.0
2	8	7	0.0
2	9	7	0.0
3	0	7	0.0
3	1	7	0.0
3	2	7	0.0
3	3	7	0.0
3	4	7	0.0
3	5	7	0.0
3	6	7	0.0
3	7	7	0.0
3	8	7	0.0
3	9	7	0.0
4	0	7	0.0
4	1	7	0.0
4	2	7	0.0
4	3	7	0.0
4	4	7	0.0
4	5	7	0.0
4	6	7	0.0
4	7	7	0.0
4	8	7	0.0
4	9	7	0.0
5	0	7	0.0
5	1	7	0.0
5	2	7	0.0
5	3	7	0.0
5	4	7	0.0
5	5	7	0.0
5	6	7	0.0
5	7	7	0.0
5	8	7	0.0
5	9	7	0.0
6	0	7	0.0
6	1	7	0.0
6	2	7	0.0
6	3	7	0.0
6	4	7	0.0
6	5	7	0.0
6	6	7	0.0
6	7	7	0.0
6	8	7	0.0
6	9	7	0.0
7	0	7	0.0
7	1	7	0.0
7	2	7	0.0
7	3	7	0.0
7	4	7	0.0
7	5	7	0.0
7	6	7	0.0
7	7	7	0.0
7	8	7	0.0
7	9	7	0.0
8	0	7	0.0
8	1	7	0.0
8	2	7	0.0
8	3	7	0.0
8	4	7	0.0
8	5	7	0.0
8	6	7	0.0
8	7	7	0.0
8	8	7	0.0
8	9	7	0.0
9	0	7	0.0
9	1	7	0.0
9	2	7	0.0
9	3	7	0.0
9	4	7	0.0
9	5	7	0.0
9	6	7	0.0
9	7	7	0.0
9	8	7	0.0
9	9	7	0.0
0	0	8	264.0
0	1	8	349.0
0	2	8	436.0
0	3	8	528.0
0	4	8	604.0
0	5	8	644.0
0	6	8	672.0
0	7	8	657.0
0	8	8	640.0
0	9	8	636.0
1	0	8	200.0
1	1	8	259.0
1	2	8	336.0
1	3	8	557.0
1	4	8	627.0
1	5	8	657.0
1	6	8	638.0
1	7	8	608.0
1	8	8	402.0
1	9	8	508.0
2	0	8	3.0
2	1	8	283.0
2	2	8	351.0
2	3	8	420.0
2	4	8	474.0
2	5	8	496.0
2	6	8	477.0
2	7	8	426.0
2	8	8	366.0
2	9	8	303.0
3	0	8	0.0
3	1	8	3.0
3	2	8	210.0
3	3	8	409.0
3	4	8	459.0
3	5	8	479.0
3	6	8	460.0
3	7	8	411.0
3	8	8	215.0
3	9	8	19.0
4	0	8	0.0
4	1	8	0.0
4	2	8	0.0
4	3	8	36.0
4	4	8	41.0
4	5	8	42.0
4	6	8	41.0
4	7	8	36.0
4	8	8	0.0
4	9	8	0.0
5	0	8	0.0
5	1	8	0.0
5	2	8	0.0
5	3	8	0.0
5	4	8	0.0
5	5	8	0.0
5	6	8	0.0
5	7	8	0.0
5	8	8	0.0
5	9	8	0.0
6	0	8	0.0
6	1	8	0.0
6	2	8	0.0
6	3	8	0.0
6	4	8	0.0
6	5	8	0.0
6	6	8	0.0
6	7	8	0.0
6	8	8	0.0
6	9	8	0.0
7	0	8	0.0
7	1	8	0.0
7	2	8	0.0
7	3	8	0.0
7	4	8	0.0
7	5	8	0.0
7	6	8	0.0
7	7	8	0.0
7	8	8	0.0
7	9	8	0.0
8	0	8	0.0
8	1	8	0.0
8	2	8	0.0
8	3	8	0.0
8	4	8	0.0
8	5	8	0.0
8	6	8	0.0
8	7	8	0.0
8	8	8	0.0
8	9	8	0.0
9	0	8	0.0
9	1	8	0.0
9	2	8	0.0
9	3	8	0.0
9	4	8	0.0
9	5	8	0.0
9	6	8	0.0
9	7	8	50.0
9	8	8	656.0
9	9	8	4665.0
0	0	9	336.0
0	1	9	300.0
0	2	9	258.0
0	3	9	270.0
0	4	9	243.0
0	5	9	276.0
0	6	9	239.0
0	7	9	264.0
0	8	9	247.0
0	9	9	266.0
1	0	9	385.0
1	1	9	356.0
1	2	9	401.0
1	3	9	203.0
1	4	9	248.0
1	5	9	221.0
1	6	9	291.0
1	7	9	296.0
1	8	9	469.0
1	9	9	283.0
2	0	9	606.0
2	1	9	361.0
2	2	9	306.0
2	3	9	289.0
2	4	9	242.0
2	5	9	339.0
2	6	9	370.0
2	7	9	441.0
2	8	9	454.0
2	9	9	486.0
3	0	9	536.0
3	1	9	571.0
3	2	9	387.0
3	3	9	176.0
3	4	9	188.0
3	5	9	205.0
3	6	9	300.0
3	7	9	353.0
3	8	9	502.0
3	9	9	723.0
4	0	9	416.0
4	1	9	489.0
4	2	9	464.0
4	3	9	494.0
4	4	9	542.0
4	5	9	566.0
4	6	9	561.0
4	7	9	631.0
4	8	9	629.0
4	9	9	672.0
5	0	9	268.0
5	1	9	243.0
5	2	9	336.0
5	3	9	518.0
5	4	9	564.0
5	5	9	587.0
5	6	9	580.0
5	7	9	547.0
5	8	9	452.0
5	9	9	451.0
6	0	9	40.0
6	1	9	230.0
6	2	9	293.0
6	3	9	337.0
6	4	9	371.0
6	5	9	434.0
6	6	9	375.0
6	7	9	349.0
6	8	9	308.0
6	9	9	294.0
7	0	9	0.0
7	1	9	45.0
7	2	9	62.0
7	3	9	352.0
7	4	9	384.0
7	5	9	398.0
7	6	9	390.0
7	7	9	370.0
7	8	9	92.0
7	9	9	72.0
8	0	9	0.0
8	1	9	0.0
8	2	9	0.0
8	3	9	32.0
8	4	9	63.0
8	5	9	151.0
8	6	9	798.0
8	7	9	1601.0
8	8	9	1950.0
8	9	9	2182.0
9	0	9	506.0
9	1	9	1835.0
9	2	9	9441.0
9	3	9	26067.0
9	4	9	15179.0
9	5	9	12977.0
9	6	9	14709.0
9	7	9	18162.0
9	8	9	20496.0
9	9	9	19647.0
0	0	10	346.0
0	1	10	289.0
0	2	10	293.0
0	3	10	261.0
0	4	10	300.0
0	5	10	298.0
0	6	10	324.0
0	7	10	295.0
0	8	10	341.0
0	9	10	290.0
1	0	10	303.0
1	1	10	324.0
1	2	10	275.0
1	3	10	323.0
1	4	10	301.0
1	5	10	351.0
1	6	10	314.0
1	7	10	315.0
1	8	10	309.0
1	9	10	322.0
2	0	10	240.0
2	1	10	239.0
2	2	10	315.0
2	3	10	345.0
2	4	10	400.0
2	5	10	323.0
2	6	10	311.0
2	7	10	240.0
2	8	10	278.0
2	9	10	285.0
3	0	10	155.0
3	1	10	182.0
3	2	10	266.0
3	3	10	359.0
3	4	10	405.0
3	5	10	393.0
3	6	10	307.0
3	7	10	234.0
3	8	10	215.0
3	9	10	135.0
4	0	10	257.0
4	1	10	172.0
4	2	10	284.0
4	3	10	330.0
4	4	10	339.0
4	5	10	334.0
4	6	10	331.0
4	7	10	221.0
4	8	10	232.0
4	9	10	177.0
5	0	10	335.0
5	1	10	423.0
5	2	10	360.0
5	3	10	269.0
5	4	10	252.0
5	5	10	277.0
5	6	10	257.0
5	7	10	298.0
5	8	10	375.0
5	9	10	376.0
6	0	10	578.0
6	1	10	395.0
6	2	10	373.0
6	3	10	383.0
6	4	10	432.0
6	5	10	371.0
6	6	10	477.0
6	7	10	490.0
6	8	10	495.0
6	9	10	510.0
7	0	10	771.0
7	1	10	890.0
7	2	10	1255.0
7	3	10	1352.0
7	4	10	1808.0
7	5	10	2209.0
7	6	10	2304.0
7	7	10	2444.0
7	8	10	2652.0
7	9	10	2415.0
8	0	10	6425.0
8	1	10	6715.0
8	2	10	7925.0
8	3	10	9480.0
8	4	10	11167.0
8	5	10	12477.0
8	6	10	13125.0
8	7	10	13337.0
8	8	10	14427.0
8	9	10	14936.0
9	0	10	14911.0
9	1	10	15436.0
9	2	10	16043.0
9	3	10	18119.0
9	4	10	18660.0
9	5	10	19846.0
9	6	10	21642.0
9	7	10	24090.0
9	8	10	27918.0
9	9	10	29146.0
0	0	11	235.0
0	1	11	306.0
0	2	11	300.0
0	3	11	317.0
0	4	11	328.0
0	5	11	294.0
0	6	11	285.0
0	7	11	286.0
0	8	11	225.0
0	9	11	242.0
1	0	11	329.0
1	1	11	301.0
1	2	11	304.0
1	3	11	312.0
1	4	11	273.0
1	5	11	268.0
1	6	11	270.0
1	7	11	263.0
1	8	11	262.0
1	9	11	277.0
2	0	11	338.0
2	1	11	380.0
2	2	11	353.0
2	3	11	351.0
2	4	11	349.0
2	5	11	331.0
2	6	11	333.0
2	7	11	355.0
2	8	11	299.0
2	9	11	299.0
3	0	11	472.0
3	1	11	436.0
3	2	11	393.0
3	3	11	403.0
3	4	11	338.0
3	5	11	357.0
3	6	11	340.0
3	7	11	371.0
3	8	11	427.0
3	9	11	462.0
4	0	11	424.0
4	1	11	478.0
4	2	11	418.0
4	3	11	389.0
4	4	11	394.0
4	5	11	396.0
4	6	11	388.0
4	7	11	425.0
4	8	11	430.0
4	9	11	439.0
5	0	11	460.0
5	1	11	416.0
5	2	11	430.0
5	3	11	399.0
5	4	11	443.0
5	5	11	422.0
5	6	11	465.0
5	7	11	452.0
5	8	11	434.0
5	9	11	439.0
6	0	11	939.0
6	1	11	1058.0
6	2	11	1258.0
6	3	11	1369.0
6	4	11	1621.0
6	5	11	1747.0
6	6	11	1857.0
6	7	11	1841.0
6	8	11	1847.0
6	9	11	1808.0
7	0	11	4431.0
7	1	11	4588.0
7	2	11	4583.0
7	3	11	4456.0
7	4	11	4530.0
7	5	11	4873.0
7	6	11	5337.0
7	7	11	5377.0
7	8	11	5489.0
7	9	11	5738.0
8	0	11	5994.0
8	1	11	6572.0
8	2	11	6911.0
8	3	11	7138.0
8	4	11	7040.0
8	5	11	7205.0
8	6	11	6917.0
8	7	11	6584.0
8	8	11	5527.0
8	9	11	4936.0
9	0	11	4563.0
9	1	11	5892.0
9	2	11	7646.0
9	3	11	8101.0
9	4	11	8270.0
9	5	11	7866.0
9	6	11	6365.0
9	7	11	4240.0
9	8	11	2924.0
9	9	11	2408.0
0	0	12	222.0
0	1	12	194.0
0	2	12	215.0
0	3	12	213.0
0	4	12	188.0
0	5	12	202.0
0	6	12	222.0
0	7	12	217.0
0	8	12	235.0
0	9	12	222.0
1	0	12	199.0
1	1	12	193.0
1	2	12	221.0
1	3	12	223.0
1	4	12	220.0
1	5	12	230.0
1	6	12	215.0
1	7	12	202.0
1	8	12	214.0
1	9	12	230.0
2	0	12	245.0
2	1	12	201.0
2	2	12	205.0
2	3	12	205.0
2	4	12	219.0
2	5	12	204.0
2	6	12	199.0
2	7	12	196.0
2	8	12	236.0
2	9	12	237.0
3	0	12	254.0
3	1	12	259.0
3	2	12	248.0
3	3	12	222.0
3	4	12	195.0
3	5	12	213.0
3	6	12	233.0
3	7	12	260.0
3	8	12	233.0
3	9	12	225.0
4	0	12	295.0
4	1	12	283.0
4	2	12	296.0
4	3	12	248.0
4	4	12	255.0
4	5	12	273.0
4	6	12	301.0
4	7	12	279.0
4	8	12	283.0
4	9	12	292.0
5	0	12	818.0
5	1	12	887.0
5	2	12	948.0
5	3	12	996.0
5	4	12	989.0
5	5	12	1030.0
5	6	12	1026.0
5	7	12	1083.0
5	8	12	1188.0
5	9	12	1289.0
6	0	12	2417.0
6	1	12	2482.0
6	2	12	2572.0
6	3	12	2704.0
6	4	12	2575.0
6	5	12	2519.0
6	6	12	2373.0
6	7	12	2389.0
6	8	12	2535.0
6	9	12	2687.0
7	0	12	4915.0
7	1	12	4531.0
7	2	12	4450.0
7	3	12	4529.0
7	4	12	4502.0
7	5	12	4308.0
7	6	12	4214.0
7	7	12	4270.0
7	8	12	4229.0
7	9	12	4078.0
8	0	12	7352.0
8	1	12	6800.0
8	2	12	6281.0
8	3	12	5879.0
8	4	12	5885.0
8	5	12	5876.0
8	6	12	6272.0
8	7	12	6352.0
8	8	12	6315.0
8	9	12	6262.0
9	0	12	8730.0
9	1	12	8267.0
9	2	12	7236.0
9	3	12	6514.0
9	4	12	6249.0
9	5	12	6319.0
9	6	12	6739.0
9	7	12	7071.0
9	8	12	7377.0
9	9	12	7666.0
0	0	13	138.0
0	1	13	140.0
0	2	13	143.0
0	3	13	140.0
0	4	13	152.0
0	5	13	155.0
0	6	13	147.0
0	7	13	151.0
0	8	13	151.0
0	9	13	151.0
1	0	13	125.0
1	1	13	157.0
1	2	13	150.0
1	3	13	137.0
1	4	13	177.0
1	5	13	157.0
1	6	13	160.0
1	7	13	153.0
1	8	13	165.0
1	9	13	157.0
2	0	13	129.0
2	1	13	141.0
2	2	13	159.0
2	3	13	153.0
2	4	13	156.0
2	5	13	179.0
2	6	13	187.0
2	7	13	170.0
2	8	13	159.0
2	9	13	149.0
3	0	13	148.0
3	1	13	143.0
3	2	13	165.0
3	3	13	194.0
3	4	13	234.0
3	5	13	222.0
3	6	13	223.0
3	7	13	202.0
3	8	13	207.0
3	9	13	200.0
4	0	13	634.0
4	1	13	589.0
4	2	13	570.0
4	3	13	623.0
4	4	13	620.0
4	5	13	621.0
4	6	13	665.0
4	7	13	723.0
4	8	13	738.0
4	9	13	725.0
5	0	13	1913.0
5	1	13	1815.0
5	2	13	1764.0
5	3	13	1756.0
5	4	13	1780.0
5	5	13	1821.0
5	6	13	1887.0
5	7	13	1893.0
5	8	13	1886.0
5	9	13	1779.0
6	0	13	3615.0
6	1	13	3613.0
6	2	13	3506.0
6	3	13	3284.0
6	4	13	3161.0
6	5	13	3194.0
6	6	13	3146.0
6	7	13	3161.0
6	8	13	3167.0
6	9	13	3115.0
7	0	13	4104.0
7	1	13	4349.0
7	2	13	4302.0
7	3	13	4355.0
7	4	13	4276.0
7	5	13	4017.0
7	6	13	3632.0
